,movies_titles,movies_links,budget,synopsis,country,directeur,scenaristes,vedettes,titres,rating
28,Parasite,https://www.imdb.com//title/tt6751668/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_28,11400000,"The Kims - mother and father Chung-sook and Ki-taek, and their young adult offspring, son Ki-woo and daughter Ki-jung - are a poor family living in a shabby and cramped half basement apartment in a busy lower working class commercial district of Seoul. Without even knowing it, they, especially Mr. and Mrs. Kim, literally smell of poverty. Often as a collective, they perpetrate minor scams to get by, and even when they have jobs, they do the minimum work required. Ki-woo is the one who has dreams of getting out of poverty by one day going to university. Despite not having that university education, Ki-woo is chosen by his university student friend Min, who is leaving to go to school, to take over his tutoring job to Park Da-hye, who Min plans to date once he returns to Seoul and she herself is in university. The Parks are a wealthy family who for four years have lived in their modernistic house designed by and the former residence of famed architect Namgoong. While Mr. and Mrs. Park ...",['South Korea'],['Bong Joon Ho '],"['Bong Joon Ho (story)', ' Bong Joon Ho (screenplay)            |']","['Kang-ho Song', ' Sun-kyun Lee', ' Yeo-jeong Jo |']","['Kang-ho Song', ' Sun-kyun Lee', ' Yeo-jeong Jo |']","8,5"
29,La ligne verte,https://www.imdb.com//title/tt0120689/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_29,60000000,"Death Row guards at a penitentiary, in the 1930's, have a moral dilemma with their job when they discover one of their prisoners, a convicted murderer, has a special gift.",['USA'],['Frank Darabont '],"['Stephen King (novel)', ' Frank Darabont (screenplay)    ']","['Tom Hanks', ' Michael Clarke Duncan', ' David Morse |']","['Tom Hanks', ' Michael Clarke Duncan', ' David Morse |']","8,5"
30,Interstellar,https://www.imdb.com//title/tt0816692/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_30,165000000,"Earth's future has been riddled by disasters, famines, and droughts. There is only one way to ensure mankind's survival: Interstellar travel. A newly discovered wormhole in the far reaches of our solar system allows a team of astronauts to go where no man has gone before, a planet that may have the right environment to sustain human life.","['USA', 'UK', 'Canada']",['Christopher Nolan '],"['Jonathan Nolan', ' Christopher Nolan ']","['Matthew McConaughey', ' Anne Hathaway', ' Jessica Chastain |']","['Matthew McConaughey', ' Anne Hathaway', ' Jessica Chastain |']","8,5"
31,Léon,https://www.imdb.com//title/tt0110413/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_31,115000000,"After her father, step-mother, step-sister and little brother are killed by her father's employers, the 12-year-old daughter of an abject drug dealer manages to take refuge in the apartment of a professional hitman who at her request teaches her the methods of his job so she can take her revenge on the corrupt DEA agent who ruined her life by killing her beloved brother.","['France', 'USA']",['Luc Besson '],['Luc Besson '],"['Jean Reno', ' Gary Oldman', ' Natalie Portman |']","['Jean Reno', ' Gary Oldman', ' Natalie Portman |']","8,5"
32,Usual Suspects,https://www.imdb.com//title/tt0114814/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_32,6000000,"Following a truck hijack in New York, five criminals are arrested and brought together for questioning. As none of them are guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze?","['USA', 'Germany']",['Bryan Singer '],['Christopher McQuarrie '],"['Kevin Spacey', ' Gabriel Byrne', ' Chazz Palminteri |']","['Kevin Spacey', ' Gabriel Byrne', ' Chazz Palminteri |']","8,5"
33,Harakiri,https://www.imdb.com//title/tt0056058/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_33,0,"Peace in 17th-century Japan causes the Shogunate's breakup of warrior clans, throwing thousands of samurai out of work and into poverty. An honorable end to such fate under the samurai code is ritual suicide, or hara-kiri (self-inflicted disembowelment). An elder warrior, Hanshiro Tsugumo (Tatsuya Nakadai) seeks admittance to the house of a feudal lord to commit the act. There, he learns of the fate of his son-in-law, a young samurai who sought work at the house but was instead barbarically forced to commit traditional hara-kiri in an excruciating manner with a dull bamboo blade. In flashbacks the samurai tells the tragic story of his son-in-law, and how he was forced to sell his real sword to support his sick wife and child. Tsugumo thus sets in motion a tense showdown of revenge against the house.",['Japan'],['Masaki Kobayashi '],"['Yasuhiko Takiguchi (novel)', ' Shinobu Hashimoto (screenplay)    ']","['Tatsuya Nakadai', ' Akira Ishihama', ' Shima Iwashita |']","['Tatsuya Nakadai', ' Akira Ishihama', ' Shima Iwashita |']","8,5"
34,Le Roi Lion,https://www.imdb.com//title/tt0110357/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_34,45000000,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",['USA'],"['Roger Allers', ' Rob Minkoff ']","['Irene Mecchi (screenplay by)', ' Jonathan Roberts (screenplay by)            |']","['Matthew Broderick', ' Jeremy Irons', ' James Earl Jones |']","['Matthew Broderick', ' Jeremy Irons', ' James Earl Jones |']","8,5"
35,Le pianiste,https://www.imdb.com//title/tt0253474/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_35,35000000,"In this adaptation of the autobiography ""The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945,"" Wladyslaw Szpilman, a Polish Jewish radio station pianist, sees Warsaw change gradually as World War II begins. Szpilman is forced into the Warsaw Ghetto, but is later separated from his family during Operation Reinhard. From this time until the concentration camp prisoners are released, Szpilman hides in various locations among the ruins of Warsaw.","['UK', 'France', 'Poland', 'Germany']",['Roman Polanski '],"['Ronald Harwood (screenplay)', ' Wladyslaw Szpilman (book)    ']","['Adrien Brody', ' Thomas Kretschmann', ' Frank Finlay |']","['Adrien Brody', ' Thomas Kretschmann', ' Frank Finlay |']","8,5"
36,Retour vers le futur,https://www.imdb.com//title/tt0088763/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_36,19000000,"Marty McFly, a typical American teenager of the Eighties, is accidentally sent back to 1955 in a plutonium-powered DeLorean ""time machine"" invented by a slightly mad scientist. During his often hysterical, always amazing trip back in time, Marty must make certain his teenage parents-to-be meet and fall in love - so he can get back to the future.",['USA'],['Robert Zemeckis '],"['Robert Zemeckis', ' Bob Gale ']","['Michael J. Fox', ' Christopher Lloyd', ' Lea Thompson |']","['Michael J. Fox', ' Christopher Lloyd', ' Lea Thompson |']","8,5"
37,Terminator 2 - Le jugement dernier,https://www.imdb.com//title/tt0103064/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_37,102000000,"Over 10 years have passed since the first robot called The Terminator tried to kill Sarah Connor and her unborn son, John. The man who will become the future leader of the human resistance against the Machines is now a healthy young boy. However, another Terminator, called the T-1000, is sent back through time by the supercomputer Skynet. This new Terminator is more advanced and more powerful than its predecessor and its mission is to kill John Connor when he's still a child. However, Sarah and John do not have to face the threat of the T-1000 alone. Another Terminator (identical to the same model that tried and failed to kill Sarah Conner in 1984) is also sent back through time. The battle for tomorrow has begun.",['USA'],['James Cameron '],"['James Cameron', ' William Wisher ']","['Arnold Schwarzenegger', ' Linda Hamilton', ' Edward Furlong |']","['Arnold Schwarzenegger', ' Linda Hamilton', ' Edward Furlong |']","8,5"
38,American History X,https://www.imdb.com//title/tt0120586/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_38,20000000,"Derek Vineyard is paroled after serving 3 years in prison for brutally killing two black men who tried to break into/steal his truck. Through his brother's, Danny Vineyard, narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",['USA'],['Tony Kaye '],['David McKenna '],"['Edward Norton', ' Edward Furlong', "" Beverly D'Angelo |""]","['Edward Norton', ' Edward Furlong', "" Beverly D'Angelo |""]","8,5"
39,Les temps modernes,https://www.imdb.com//title/tt0027977/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_39,1500000,"Chaplin's last 'silent' film, filled with sound effects, was made when everyone else was making talkies. Charlie turns against modern society, the machine age, (The use of sound in films ?) and progress. Firstly we see him frantically trying to keep up with a production line, tightening bolts. He is selected for an experiment with an automatic feeding machine, but various mishaps leads his boss to believe he has gone mad, and Charlie is sent to a mental hospital - When he gets out, he is mistaken for a communist while waving a red flag, sent to jail, foils a jailbreak, and is let out again. We follow Charlie through many more escapades before the film is out.",['USA'],['Charles Chaplin (as Charlie Chaplin)    '],['Charles Chaplin (as Charlie Chaplin)    '],"['Charles Chaplin', ' Paulette Goddard', ' Henry Bergman |']","['Charles Chaplin', ' Paulette Goddard', ' Henry Bergman |']","8,5"
40,Psychose,https://www.imdb.com//title/tt0054215/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_40,806947,"Phoenix office worker Marion Crane is fed up with the way life has treated her. She has to meet her lover Sam in lunch breaks, and they cannot get married because Sam has to give most of his money away in alimony. One Friday, Marion is trusted to bank forty thousand dollars by her employer. Seeing the opportunity to take the money and start a new life, Marion leaves town and heads towards Sam's California store. Tired after the long drive and caught in a storm, she gets off the main highway and pulls into the Bates Motel. The motel is managed by a quiet young man called Norman who seems to be dominated by his mother.",['USA'],['Alfred Hitchcock '],"['Joseph Stefano (screenplay by)', ' Robert Bloch (based on the novel by)    ']","['Anthony Perkins', ' Janet Leigh', ' Vera Miles |']","['Anthony Perkins', ' Janet Leigh', ' Vera Miles |']","8,5"
41,Gladiator,https://www.imdb.com//title/tt0172495/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_41,103000000,"Maximus is a powerful Roman general, loved by the people and the aging Emperor, Marcus Aurelius. Before his death, the Emperor chooses Maximus to be his heir over his own son, Commodus, and a power struggle leaves Maximus and his family condemned to death. The powerful general is unable to save his family, and his loss of will allows him to get captured and put into the Gladiator games until he dies. The only desire that fuels him now is the chance to rise to the top so that he will be able to look into the eyes of the man who will feel his revenge.","['USA', 'UK', 'Malta', 'Morocco']",['Ridley Scott '],"['David Franzoni (story)', ' David Franzoni (screenplay)            |']","['Russell Crowe', ' Joaquin Phoenix', ' Connie Nielsen |']","['Russell Crowe', ' Joaquin Phoenix', ' Connie Nielsen |']","8,5"
42,Les lumières de la ville,https://www.imdb.com//title/tt0021749/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_42,1500000,A tramp falls in love with a beautiful blind girl. Her family is in financial trouble. The tramp's on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,['USA'],['Charles Chaplin '],['Charles Chaplin '],"['Charles Chaplin', ' Virginia Cherrill', ' Florence Lee |']","['Charles Chaplin', ' Virginia Cherrill', ' Florence Lee |']","8,5"
43,Les infiltrés,https://www.imdb.com//title/tt0407887/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_43,90000000,"In this crime-action tour de force, the South Boston state police force is waging war on Irish-American organized crime. Young undercover cop Billy Costigan is assigned to infiltrate the mob syndicate run by gangland chief Frank Costello. While Billy quickly gains Costello's confidence, Colin Sullivan, a hardened young criminal who has infiltrated the state police as an informer for the syndicate is rising to a position of power in the Special Investigation Unit. Each man becomes deeply consumed by their double lives, gathering information about the plans and counter-plans of the operations they have penetrated. But when it becomes clear to both the mob and the police that there is a mole in their midst, Billy and Colin are suddenly in danger of being caught and exposed to the enemy - and each must race to uncover the identity of the other man in time to save themselves. But is either willing to turn on their friends and comrades they've made during their long stints undercover?",['USA'],['Martin Scorsese '],"['William Monahan (screenplay)', ' Alan Mak |']","['Leonardo DiCaprio', ' Matt Damon', ' Jack Nicholson |']","['Leonardo DiCaprio', ' Matt Damon', ' Jack Nicholson |']","8,5"
44,Intouchables,https://www.imdb.com//title/tt1675434/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_44,9500000,"In Paris, the aristocratic and intellectual Philippe is a quadriplegic millionaire who is interviewing candidates for the position of his carer, with his red-haired secretary Magalie. Out of the blue, Driss cuts the line of candidates and brings a document from the Social Security and asks Phillipe to sign it to prove that he is seeking a job position so he can receive his unemployment benefit. Philippe challenges Driss, offering him a trial period of one month to gain experience helping him. Then Driss can decide whether he would like to stay with him or not. Driss accepts the challenge and moves to the mansion, changing the boring life of Phillipe and his employees.",['France'],"['Olivier Nakache', ' Éric Toledano ']","['Olivier Nakache', ' Philippe Pozzo di Borgo (adapted from his autobiographical tale Le Second Souffle)            |']","['François Cluzet', ' Omar Sy', ' Anne Le Ny |']","['François Cluzet', ' Omar Sy', ' Anne Le Ny |']","8,5"
